['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '69', '1', '1418682163.170388', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683468.721271', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683470.400381', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16961', '0', '1418683470.478694', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '12596', '1', '1418683472.145751', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683472.287871', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683474.015621', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418683474.111184', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '12596', '1', '1418683475.840982', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683475.986491', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683477.630102', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683477.706926', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '12596', '1', '1418683479.494093', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683479.658483', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683481.204950', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683481.303383', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.15', '0', '0', '0', '1', '1', '?', '12596', '1', '1418683483.069830', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683483.212713', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683484.898442', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683484.981889', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '0.54', '0', '0', '0', '1', '1', '?', '13621', '1', '1418683486.764068', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683486.917700', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683488.474919', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683488.560356', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '0.54', '0', '0', '0', '1', '1', '?', '13621', '1', '1418683490.298408', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683490.450057', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683492.127789', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683492.203476', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '0.54', '0', '0', '0', '1', '1', '?', '13621', '1', '1418683493.952782', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683494.107657', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683495.742764', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17988', '0', '1418683495.830209', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '0.54', '0', '0', '0', '1', '1', '?', '13621', '1', '1418683497.567384', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683497.712270', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683499.357517', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683499.459067', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '16692', '1', '1418683501.181993', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683501.335621', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683503.011490', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683503.095051', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '16692', '1', '1418683504.717211', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683504.867347', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683506.506829', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683506.587884', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '16692', '1', '1418683508.371577', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683508.524085', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683510.161816', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418683510.245252', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '16692', '1', '1418683511.867169', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683512.008157', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683513.577270', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16965', '0', '1418683513.653089', '0', '0', '0']
['4', '16', '90', '5.63', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '16692', '1', '1418683515.402267', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683515.568642', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683517.232629', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683517.326321', '0', '0', '0']
['4', '16', '90', '4.83', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17969', '1', '1418683518.937875', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683519.089364', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683520.767351', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683520.845294', '0', '0', '0']
['4', '16', '90', '4.83', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17969', '1', '1418683522.591844', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683522.758484', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683524.422096', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16965', '0', '1418683524.515040', '0', '0', '0']
['4', '16', '90', '4.83', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17969', '1', '1418683526.246335', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683526.390973', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683528.038073', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16966', '0', '1418683528.120889', '0', '0', '0']
['4', '16', '90', '4.83', '119', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17969', '1', '1418683529.860815', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683530.023447', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683531.690191', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16965', '0', '1418683531.784629', '0', '0', '0']
['4', '16', '90', '4.83', '114', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17974', '1', '1418683533.554935', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683533.695945', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683535.344681', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16966', '0', '1418683535.425362', '0', '0', '0']
['4', '16', '90', '4.83', '114', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17974', '1', '1418683537.169569', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683537.328186', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683538.999542', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.563218', '16965', '0', '1418683539.087730', '0', '0', '0']
['4', '16', '90', '4.83', '114', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17974', '1', '1418683540.943051', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683541.084677', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683542.732911', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683542.831360', '0', '0', '0']
['4', '16', '90', '4.83', '114', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '17974', '1', '1418683544.439266', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683544.593649', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683546.228257', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683546.317065', '0', '0', '0']
['4', '16', '90', '10.4', '114', '0.3045', '0.25', '1.31', '0', '0', '0', '1', '1', '?', '14392', '1', '1418683548.093248', '0', '0', '0']
